stars,comment 
5.0 out of 5 stars," You've probably watched various reviews on YouTube so I'll cut to the chase.If you want a very fast and smooth OS experience, no lag, timely software updates along with the premium feel, just go for it.Fingerprint Scanner : Sometimes it's crazy fast, sometimes it takes time, you get used to it. After using indisplay fingerprint scanner, you'll forget about rear mounted ones.Notch : This looks extremely good compared to oneplus 6Camera : Both Cameras nowhere close to my S9+. But easily beats a number of other smartphones.Storage : you get around 115gb freeRam: 6gb is more than enough. 4000 inr for extra 2gb is not worth it.Face Unlock : Probably The Fastest Out There.Gaming : Games load faster than ever.A lot Faster Than S9+Display : Display is crisp and clear with FHD+ resolution. But since i have been using S9+ also so i can clearly see difference between QHD and FHD display. Brightness is less compared to S9+. HDR 4K videos are supported in 6TCharging : 1 hour 15 minutes for full charge ( Can Vary Depending On How and When You Plug In)OS :  Android 9 With November Security PatchSpeakers : Same As 5T,6. Nothing New HereAudio Jack : Gone. Using Dongle Is Not Everyone's Cup Of Tea. But Those Prebooked Will Get Type C Earphones. So no worries here.Heavier Than 5T,6 due to increased battery size.Hope you find this useful for your purchaseNote : Don't Compare This To Trash Phones Like Poco , Zenfone etc.
            "
4.0 out of 5 stars,"If you have OnePlus 6 no need to upgrade because their not much change to expect even I have confused using finger print and that much adequate finger print sensor even I would feel finger print at back would something better' and even face recognition is not better where compared to I am also using pocof1 is better in dark light face recognition work's better in night
            "
5.0 out of 5 stars,"Great phone. Fastest phone in the world. Also great features looks style display n overall performance
            "
4.0 out of 5 stars,"Phone is good worth the price I loved using oneplus.But after 4 and half months after purchase my oneplus6T my phone receiver was damaged and cannot hear voice calls.contacted  service centre Qdigi authorised for oneplus6T services in kerala.TOLD IN 2 DAYS WILL REPAIR IT'S A WEEK NOW STILL SAYING THEY HAVE NOT RECEIVED PARTS.I can't take my phone without repairing  also to collect my phone without repairing again in need to pay 250rs.THIS IS A VERY POOR SERVICE offered to the
            "
4.0 out of 5 stars,"Well my younger brother and I order 2 new phones on the same day ,ie:01Nov18 to see who have made a right choice! I oped to 1+6t &my brother got Vivo v11Pro. (I regret my choice) Camera:Both phones have a great Camera but vivo has that white'sh shade in photo that we usually see on oppo&vivo but I don't think that is a valid reason to say it's not as  1+.Build quality:1+ comes with glass back and looks much premium but Vivo's duel shade back is no looser tho.FaceUnlock Speed:I might sound wierd but I think Face unlock speed on vivo is twice as on 1+ and the phone never misses. Graphics:Both phone are euqal no one looses here. Battery: Without a single doubt in my mind I can say V11 is the winner here.(on a 100%charge on both phones we started playing PUBG on high graphics and full volume my 1+ was switched off after 6 round of games but V11 had 20% of juice left in it) and finally Price: I really really regret buying 6t instead of V11pro which has all the similar feature for almost half of the prize. I would recommend Vivo v11 pro any time to anyone.
            "
5.0 out of 5 stars,"Best phone ever used in all manner.only the price should be within 30-34 k.Camera is very nice.I love the oxygen is and it's features ,It is near stock Android.Thanks Android update pie..I think it is the first phone non Google which has Android pie out of box.Lastly best flagship phone in all respect and in all departments.
            "
5.0 out of 5 stars,"First time i moved on from Samsung. Was looking for a flagship level device. Looked into one plus 6t. Bought it.Overall a wholesome package. A small snitch is for the removal of the headphone jack. But if you use a good piece of earphone with the adapter it has good sound. Switched to bluetooth ear pieces. Camera is too good. Battery is good. I play games and still battery is lasting more than a day. Heats up a bit with continuous game play. Youtube vidoes 1080p playback is good.  Got a proper back cover from oneplus.in. Costed 1400 bucks. The TPU provided with the box is ok type.Worth the money spent on it.
            "
5.0 out of 5 stars,"One plus 6T is just awesome, worth spending money and fastest delivery by Amazon within 24 hours. This is One of the fastest mobile I have ever seen.Very much impressed with On-Screen fingerprint sensor, water drop notch and most importantly the night mode camera. Please go for it, if you are looking for a good and fastest phone.Pros :1. Speed is simply amazing with Snapdragon processor. Even if I try to load a high end games2. The camera quality is good with night mode.3. The subtle curve gives you a premium look for the phone.4. OnScreen fingerprint sensor and face unlock is simply amazing.5. Used it for 2 days and the battery backup is good. It's giving you 1day of life with heavy usage.Dash charger will charge your phone in half an hour.Cons:1. There is no 3.5mm jack but one plus have given you with the connector to use headphones2. There is no much difference between one plus 6 and 6T. Except one or two features.
            "
5.0 out of 5 stars,"Its been 2 days of usageScreen - excellent colours , top notch. The quality of the touch is excellent (10/10 )Battery - not top of the line , but surely a good battery with fast charging (8/10)Gaming - you have everything that's needed for playing even the top processing games. (10/10)Sound quality - any phone with it's speaker is annoying , but this does it's job , loud enoughSpeed - this phone is faster than your hands , that's for sureOverall loved it every bit except the headphone jack thing , that's annoying
            "
5.0 out of 5 stars,"I just switched from my iPhone SE to OnePlus 6T so it was a major upgrade for me. First of all, the Amazon here did a great job with the packing and delivery. The OnePlus box packing is awesome. I even liked it before opening. Coming to the phone, it has all the best features with best working quality one can expect. The Face unlock is super fast, like it's gets unlocked even before you realize. Finger print scanner is very good and it got better after Oxygen OS 9.05 update! The gaming is awesome, I played PUBG and it's very smooth and cool on this phone. The sound quality and picture quality are as expected. Need to mention the Nightscape mode especially, it gives a great picture as if it's very clear even in the pitch dark!! Oh God! The battery! The battery life is the coolest thing in here! I only charge once in a day to 100% and that's all. With continuous use of the social apps like FB, WhatsApp and Instagram and gaming for 3-4 hours the battery isn't under 15% after 13-14 hours 😍😍 Even though I hated the large screen phones(one of the reasons I bought iPhone SE) this one looks different though! With the screen resolution and different modes and themes the phone is just beautiful! It's a lot better option when compared to highend flagship phones which are over priced!
            "
5.0 out of 5 stars,"I am a OnePlus user since OnePlus2Very stubborn to buy OnePlus all the time and always it meets the expectationPros:1. Excellent Camera Quality2. InDisplay Finger Print3. Night Scape Mode4. Safety Earphone Jack5. Battery Backup6. Amazing performance7. Premium design8. Excellent rear and front cameraCons:1. No option to control ring volume by pressing volume buttons2. Missing 3.5mm earphone Jack (Can Manage with converter provided)3. Need to improve finger print sensor accuracy and can reduce the brightness of icon4. No notification LEDOverall phone is excellent, definitely you will love it... :)
            "
5.0 out of 5 stars,"It's vanilla Android,better than stock Android and more user friendly,proud owner of this fabulous device which I gifted to ma sis,as it's sort of future proof , ample amount of RAM nd storage ,good exchange offer and better track record of providing with Industry leading Android updates!Really appreciate the work done by the OnePlus and Amazon teams ,for their services
            "
4.0 out of 5 stars,"The OnePlus 6T could be a really nice phone notwithstanding what the value, however at half the price of AN iPhone XS with a newest in show fingerprint sensing element this can be the cut-price get of the year. everyone is complaining regarding in-display fingerprint scanner is slow however trust American state its terribly in no time, the phone gets unbolted as shortly as your finger touches the screen and a lot of correct than alternative phones, this can be the smartphone that brings all-screen style up a notch. The OnePlus 6T proves that the newest technology doesn’t need to value the world, delivery AN in-display fingerprint scanner and a small notch for simply 37K. The attractive, crisp and vibrant OLED show could be a whit larger at half dozen.41in, with a smaller chin at very cheap is just wonderful, coming back to the camera the new nightscape low lightweight mode will an honest job of eliminating hand-shake from long-exposure shots. The selfie camera is additionally pretty sensible Portrait mode works as publicized, Overall the camera on the OnePlus 6T is nice and once you use the fingerprint sensing element the night mode for the show is disabled quickly and so fades back in once you’ve unbolted the phone. The phone comes with a screen guardian already thereon. the one bottom-firing speaker is loud and includes a comparatively great amount of bass for the phone, however, is definitely blocked whereas enjoying a game. OnePlus’s alert slider switches between silent, vibrate and ring and continues to be good. OnePlus phones have continually been sensible for the money, providing prime specifications in well-built devices, however not pushing the boundaries of what’s doable. That’s modified for the OnePlus 6T. it's pushing what’s doable with the favored all-screen style employing a small, enticing teardrop notch and a smaller chin, and it’s a more robust phone for it. however it's the introduction of a newest in-display fingerprint scanner, ANd creating it works rather well for as very little as [*fr1] the value of an iPhone XS, that's most spectacular. there’s no wireless charging, it doesn’t have any of the flowery 3D face systems of some and it's a bit plain, however, everything else is a prime notch. Even the software package expertise is superb.Pros:- sensible battery life, nice screen, wonderful performance, dual-sim, sensible camera, Bluetooth five, nice software package, tiny notch, in-screen fingerprint sensing element, alert slider, super-fast charging battery, cheap worth relative to premium phones, last however not least Blazing quick software packageCons:- No notification lightweight, glass back, however, no wireless charging, no expandable storage.Overall the phone is superb and it very delivers it's tagline ne'er Settle.Being an Amazon pre-BookingStill Delivery Was postponed by a day And Packing is extremely Poor.....
            "
5.0 out of 5 stars,"Why can't u publish the below short reviewSuperb product. It's worth for money. This is my first one plus mobile and bought it 3-4 days ago. I would say this one is a beast in terms of speed and performance. The display is stunning and camera quality is awesome. Sound quality also excellent. Battery also last long. The only drawback which I noticed is absence of led notification but that is not a major concern to worry. Overall this one is a top class mobile at this price. Go for it
            "
4.0 out of 5 stars,"One plus 6T is arrived and used for 1 week. One plus 6T is good phone with good design, camera quality, functioning and the battery storage. This product has won my heart. There is some complain from my side,This phone has on screen fingerprint sensor which works a but slow and also the night mode feature do not capture good images as compared to google pixels. This phone has a long battery life but because of this phone weights a bit high as compared to one plus 6. I will rate 9.5 instead of 10 just because i expected night mode and on screen fingerprint to be the best one.
            "
5.0 out of 5 stars,"I just love this phone. This is a review after 1 months of use. This phone has amazing battery life, even though it's just 3700mah. That's largely because of the optimization of Oxygen OS done by OnePlus. It's like Android on Steroids. Blazzingly fast and smooth. The best of all, awesome battery life.I consider myself to be a very modest user of smartphone. I don't play any games and my only uses comes from taking calls, occasional social media and web browsing. My phone always has LTE on, and screen brightness set to 70%. And amazingly I have had battery lasting me for more than 2 days at times. Attached screenshot is just taken, and you can see for yourself. I have had last full charge 2 days ago, with 2hrs of total screen on-time till now. And it still shows my battery will last for another 1day 22hrs based on my current usage pattern, with 48% battery left. That too with Battery Saver mode not activated. I have set Battery Saver mode to activate when battery reaches 15%.And if you need to recharge, the Dash Charger can full charge 6T in just under an hour. That's just Awesome. I would recommend this phone to anyone who needs a phone that just lasts longer, much longer than Note 9 without a hefty price tag but with a battery that's just shy 300mah at 3700mah instead of 4000mah offered in Note 9.
            "
4.0 out of 5 stars,"Thanks to Amazon for quick delivery.I am using one plus6Tphone from last one month.What I feel:1] Battery good almost for normal user it is almost 12H.2] Camera Good but in night mood I am not impressed.3] Less camera features. With this price range camera features should be more .like you will not got time stamp, by default camera you feel zooming campare to other phones.4]Phone speed very good.5] charging from zero to 100% it required minimum 90min.*Issue I feel*1] Charging port is big there is no provision for prevent dust entry inside the charging port.Over the time dust will accumulate inside the charging port and as well as in speaker.Review After use of 5month:1)Now bettery performance campare to initial day going down.2) Camera quality at night mood.3) Sometime I face hang issue even I have no games in my phone.Will be right back after a year.
            "
4.0 out of 5 stars,"It's been one month I am using this phone. The grip is very nice. Speed is awesome. Rear camera delivers great quality pictures. But I've expected better front camera. Front camera comes with fixed focus. In a groufie you will find a little bit blurry and noisy faces for everyone except who is clicking the picture. It comes with one speaker but to maintain the symmetry, on right side there is a part which looks like a speaker but actually it's not. But the speaker is very good. Till now battery life is pretty awesome. After using many heavyweight applications for a day long you will find it still has some charge to go on, which is really impressive. Oxygen OS is very smooth and the interface is very easy to use. Multitasking capability is just wow. Their tag line is opt ""unlock the speed"". In display fingerprint sensor works fast. It doesn't have 3.5 mm headphone port but USB - C to 3.5 mm converter is present in box. Overall I'm in love with this phone but front camera should be better.
            "
4.0 out of 5 stars,"I got this phone and had issue with the focus of front camera. I tried going to the one plus service centre and check if it's what the phone offers or was the product I received defective.The one plus store employees kept trying to convince me there was no issue with the phone when I could clearly see a difference between the demo phones displayed and the phone I received.I don't know if it's a mass manufacturing defect. Coz it seemed like the one plus employees were offer of the issue and were willfully ignoring the defect.Thanks to Amazon customer care ( Soumya) who was ever so patient to follow up with my return and arranged for a replacement.The replacement I received is so clearly better than the first one I received.One plus please acknowledge if there is a defect in your quality of product. Coz every camera varies.For a flagship phone it's really necessary to have quality control check for all the products.
            "
4.0 out of 5 stars,"It is better than my earlier purchased handset One plus 5.After using it for more than 2 month I found this phone is one complete package for Technology loving people. Basic to advanced features are awesome.As I have both handset one Plus 5 & 6 T I really appreciate later bone is have  more space to store my data and battery life is good for almost a day and more for my daily usage.I personally believe that it's trend to use latest hand set but cost effectiveness what makes buyers go for high technology features enabled. This one is definitely a one all-rounder performance phone.
            "
5.0 out of 5 stars,"I have always been a OnePlus fan and this mobile is a clear evidence of that. It's camera, RAM, processor, screen and most importantly Speed maks it a truly exceptional one. Being using it for so long I must say it's not just fast but it's Super Fast, you can literally feel the sSpeed. And it's not just Speed but it's everything in this phone is super awesome, especially the Warp Charge. Some say it takes more than one hour to get full charge but this one charges from 0-100% in 27mins which is quite amazing. I'm happy with my mobile and it's worth each penny.
            "
5.0 out of 5 stars,"I have been waiting for OnePlus 6t for about 3-4 months. I already made up my mind that i will buy this phone only and that decision was the best.Using this phone for 2-3 days only but i have seen-:amazing picture qualityBooming soundSmooth as butter operationsAmazing processing speedAwesome battery lifeLightning speed chargingAnd the list goes on...........The thing which i was a little disappointed are -:Missing 3.5 mm jack (they will give you a converter though and many of us now have Bluetooth earphones)In screen fingerprint sensor is not very fast it still need regular software updatesBut all and all amazing phone and must buy
            "
1.0 out of 5 stars,"I ordered One plus 6t on first day itself of launch and I had major issues with camera quality and battery life.Not happy with product and returned but the new replacement also has battery draining issues.6t is not upto the mark
            "
5.0 out of 5 stars,"It Was My Dream To Buy A OnePlus phone.Last Week,It Became Success.First Of All1.It Has a Good(Luxurious) design .2.Screen Finger Print And Face Unlock is Impressive3.The battery life is Superbb which Stays minimum 1 day (when we use full time)4.Camera Is much better than any phone Which There Is Pro mode.Everyone Says Google Pixel Has Better Camera,But One Plus Has Great Camera That Competes Google.5.In My opinion Mirror Black is Perfect For Youth As They are Concentrated In Style.6.Also The Main Thing Is It's Speed,One Plus Knew It Before,So They Named It As ""Unlock The Speed"".6 GB Ram Is Enough For a normal user.Those Who Have Less Budget Can Go For MI phones or Anything else. Those Who Budget More Than 35000 Can Surely Go This Beast Phone. U Will Not Become Disappointed, That's For Sure....
            "
5.0 out of 5 stars,"OnePlus 6T is undeniably the most advanced and accomplished phone from the company till now. The OnePlus 6 is still good, but the 6T gives it a boost in the battery department and a fancy way to unlock at a perfect price.ProsGreat battery lifeFluid performanceTop-end designImpressive rear cameraConsNo headphone jack'Only' full HD resolution
            "
5.0 out of 5 stars,"First time experience with One plus device and I'm happy with the purchase. Fast processing speed, face recognition technology is super quick, on-display finger print scanner is quite fun to use, amazing camera quality (though picture quality in nightscape mode is prone to blurry images if the subject is moving, probably need to test this feature with a tripod for better results).Overall the look and feel of this phone is amazing. Just hold this beauty in your hand and you'll love it.Delivery by E-Mobiles was super quick. Ordered my phone at midnight and it was delivered to me next morning 10 AM !!! Delivered the product as promised in a secured package. Super happy with their fast delivery. Thanks E-Mobiles !!!
            "
5.0 out of 5 stars,"I'm pretty sure you guys have read almost every tech review about this by now so I won't waste your time with all those. When it comes to real life performance, it pretty much is the best out there.Charging is super fast and the battery runs for about more than 2 days with considerable usage.Software just couldn't get better.Sound quality is loud and clear and probably the best you could get at this price.Performance will not be an issue at all.I'm a person who invests in a beastly device for long term usage (My last phone is still working in prime condition after over 5 years of usage!) and I can go out on a limb and say this is one device which is gonna last really long.The cameras are just exquisite!!The build quality is just awesome and pretty sturdy. Additionally you do get a protective case to get you started which is really solid too.To sum it all up, if you're looking for a phone which can literally make people drool whilst not burning a hole in your pocket this is your way to go!!
            "
5.0 out of 5 stars,"one plus makes that could make 95% of public happy . Best phone if you are gifting( you dont what's going to please )Fast charging, nice display, decent camera and gaming are plus point.could be better if was IP68 water resistant and wireless charging ( if you have wireless charger otherwise ignore)for 28k Lg g7 is a alternative ( i have that , bought one plus for someone else).
            "
5.0 out of 5 stars,"Coming from a longtime iPhone user, if I was to Go away from Apple to something else would have only had to be about the quality and not the price of the phone !! This, Oneplus 6t, is beautiful!! for the price it’s overwhelming the amount of pure quality you get.
            "
5.0 out of 5 stars,"Already in love with one plus from past one year..now bought 6T by exchanging my 5T 3 days back and now totally in love with my new one plus 6T..Finger print unlock is just brilliant & it's working absolutely fine..Night mode feature in camera is awesome.. you'll get excellent pictures and software is simply superb.Tried playing multiple high end games without any lags.The only drawback which I felt is lack of ked notification light (Being one plus user from past one year, will miss this feature), rest everything is perfect.Got my device at the best price, thanks Amazon for superfast delivery i:e in just 7 hours after placing the order👍❤️
            "
5.0 out of 5 stars,"I am perfectly ok with the product... But the jio bundled offer. It's the false info given by Amazon that we will receive 3tb of data. I didn't even receive the cash backbof 5400. There is no need of such false ads, one plus will get sold by hot cakes. Shame on you amazon
            "
5.0 out of 5 stars,"Product is decent.- Battery is good. Also gets charged fast.- Camera is decent.- Speaker is not enough only left side works..and placed at wrong place where we generally hold.- Gesture control navigation doesn't work properly with provided back cover.- Preinstalled screen guard is bad quality.- 38k is not good price for product.Overall good product.
            "
5.0 out of 5 stars,"This phone is a finger print magnet. Would not be surprised if the company does not make the entire phone a full fingerprint sensor later. A phone to suit a subdued user who likes reading a lot, music and taking the occasional picture. Though the sound quality is no way a dampner, it still makes one wonder why the company would keep the speakers only in the rear end. Overall a very good experience with Android and the phone does deserve a good thump in the back. This phone is definetely stylish, gives a premium feel and will give a serious run for money to Samsung.Couoled with the battery and the wireless earbud from Oneplus themselves, this phone is keeper and a very good handyman.
            "
5.0 out of 5 stars,"Purchased the device on 4th Nov 2018.I can say you can not find a better phone at this price tag.It surely justifies it's flagship specification.Even at some points it beats other flagship phones too.But as no phone is perfect, there are some thumbs down too.The best parts of the phone are1. Design2. Display3. oxygen OS4. Camera5. Battery life6. Also the quick updates you get from OnePlusSo big fat thumbs up for all these virtues.Now comes the loop holes-1. Headphone jack... Some may be ok with it but you need to always carry the dongle provided in box if you are an user of traditional earphones2. Night mode in camera is not up to the mark. I can say normal mode camera clicks better dim light snaps than night mode.3. Speaker is sufficiently loud but absence of dual speaker clearly makes the difference.
            "
1.0 out of 5 stars,"I am NOT satisfied with this product at all due to battery and sound issues. Within one week I had to call and discuss long about the issues with Amazon support team and technician also send to my home to check within one week of this product purchase. Technician has come to my  home and watched a movie for 20 minutes on mobile data and wrote a report that no defective found with mobile (because, battery drained from 33% to 28%, it is just 5% reduction; is it the technical checking and report? Isn't it funny ? ). Today morning 6 am battery was at 95% and at 3 pm battery was 21%. I did not used much the phone during this period, only few short calls, only technician has watched movie for 20 minutes. On calls sound goes up anf drops suddenly. I am totally unsatisfied with this product quality spending 47 thounds rupees. I disppointed with Amazon support team for long calls and the way they advice customers on product quality and endorse the brand product. I can not recommend this product any other.
            "
5.0 out of 5 stars,"One of the best phone purchased till date. I'm in love with the Samsung m30, especially because its a budget phone and provides so many great features. Talking about the battery life - It runs for almost 2 days with heavy usage especially when I play my favourite Pubg game. It doesn't even lag either which in return enhances my gaming experiance. I love streaming HD videos on Netflix and the clarity is phenominal. Talking about the camera, it captures beautiful images which can be easily compared to photos clicked on DSLR. The charcoal colour which I picked is the best and it has 64GB memory inbuild which helps me store all photos and videos. It's a great buy for everyone and I love it.
            "
5.0 out of 5 stars,"Best smartphone under all segments. Every smartphone should have main five pillars that we know smartphone killer1 Display - Display is very good and nice colouring. Auto brightness is good in day light and low light very vibrant  very colourful2 body build - body build is good. very premium felling in hands3 camera - this main pillar of the smart phone camera are really good amazing photo can we take in low light that nightscape is doing good portrait is picture are well slow motion videos are good4 profromance - I want tell about oxygen os is simple superbe and most powerful os in smartphone ithere no issues. Gaming also super there is no lag  while playing games pubg is smoothly running in high graphics5 Battery -  the main point on this smartphone is battery it is giving one day fully in havy use charge  within an hour It will fully charged with help of dash chargerThe main cons of the smartphone is headphone jack and price that is my consMy pros is better profromance better display better batter better cameras better processor snapdragons 845. sound quality is good through the speakerThat is my review
            "
5.0 out of 5 stars,"With this price, you get a smooth operating device and the notch display is class apart.Beautiful integration of features to say the least, the fingerprint sensor on the display makes it even more dynamic.Well I do miss the headphone jack but type C adapter makes up for it, also it is the way forward where i believe i would be using Bluetooth headsets in near future.Camera is the most stable camera i have seen till date, Nightscape mode indeed provides you with better options for low-light photography.Gaming mode is another X-factor about this phone, I mean WOW ! Oxygen OS allows the phone to just flow like a fluid. Couldn't have asked for anything better. It's worth an investment and at some point i also feel so many upgrades at this range is as good as a bargain.
            "
5.0 out of 5 stars,"I have ordered OnePlus 6T on 1st Nov and received it on 2nd Nov, so it's a month now and I think I can give my review about this phone. I was previously using MiA1 from Xiaomi. I was ready to invest 42K for this phone as I was aware of what I am getting into, this phone is worth 42K.The processor, the RAM, storage, battery, display, camera, OxygenOS, dash charging, under display finger print scanner, oneplus support and service are all top notch.I have no complaints about a missing audio jack, trust me it is not a big deal and eventually every other phone maker is going to skip it. The absence of wireless charging is also not an issue for me personally.I have received 3 OxygenOS updates and after each update the speed of under display finger print unlock is enhancing and getting better.This is a great phone as every other OnePlus Device.
            "
5.0 out of 5 stars,"I have always been drawn to Oneplus devices. I previously had Oneplus 3T. I had no issues with that device either.. Oxygen OS is buttery smooth. Great User experience. There's nothing worth complaining about 6T. The camera quality is great and 115 gigs of storage is enough. The under display finger print works great everytime. Face unlock has never been an issue. This device is snappy af. The SD845 delivers great power.. Well i need to buy an c type earphone eventually but that's just nit picking. Worth every money spent on this device. Moreover i just got it for 25750 with cashify giving me an amazing discount for my Asus Zenfone 5z. It's the sweetest deal i have got.
            "
5.0 out of 5 stars,"All round features of the phone are great, Rs 2400 exchange price for iph 5s was somewhat low.
            "
2.0 out of 5 stars,"Poor camera quality,No notification sound and shutters sound ,poor vibration ,Battery very worst and faast discharge,Face unlock is v v good  OS performance is good,, picture quality is super ,,, sound also excellent ,, battery faast discharge
            "
3.0 out of 5 stars,"Everything is pretty good in this phone except for the in-display finger print scanner and battery life !! Max. Times the fingerprint scanner wont work and the othertimes it is pretty slow ... Battery will not support you for even 1 day even if u dont do gaming !! Although it charges very fast , but still it also drains pretty fast !! Also do consider that op6t is ranked as the 4th phone in terms of the amount of radiations ...
            "
4.0 out of 5 stars,"Apart from the camera, everything else is top notch.Faster charging time, pretty awesome screen on time, the purple back, display and the trivial but useful software tweaks on top of vanilla Android, everything together makes this phone a delightful experience.However, if you are looking for super quality images like those from Pixels and iPhone X's, this is not the phone you would buy.But if you don't care much about the image quality but want a phone that does almost everything except superb photos, this is the one to spend your money on!
            "
5.0 out of 5 stars,"Indisplay fingerprint scanner is way better than expected. Its really fast.Oxygen os is the best u can get in a smartphoneExtremely fluid and insanely fastTremendous battery lifeFantastic display being only full hdGreat great cameras if not best, certainly in top 5 cameras out thereDash charging charges 3700mah battery in same time which is unbelievable.An excellent phone in every aspect except some minor cons like single speaker,no wireless charging, no official ip rating. But these cons do not matter at all if we think practically.This phone is better than the high priced apples samsungs or pixels. Better in many many areas if not in all.
            "
1.0 out of 5 stars,"Mic not working
            "
5.0 out of 5 stars,"I shifted from iPhone and haven't regretted in 90% of the things... I think this thing is near perfect...amazing delivery. Got it the next day
            "
5.0 out of 5 stars,"Guys believe me i am a apple user ... I was gonna buy iPhone xs max but due to it's high cost value .I took a risk to switch to Android that too with oneplus 6T and believe me guys this phone is amazing,fast, advance everything... And I am happy now .... If anyone out there confused in buying phone in a budget with all advance features then this phone is best choice for you ...
            "
5.0 out of 5 stars,"This phone is superb. The bottom firing speakers are a bit soft to my liking but it's pretty decent. I'd suggest you guys go for the 8GB model as the phone was using 3.1 GB ram right out of the box but overall, an excellent phone. You can't go wrong with this. ;)
            "
5.0 out of 5 stars,"Picture quality is totally awesome, great camera even greater when you capture using Google camera,Sound quality of phone bottom speaker is decent and phone call speaker is louder enough to hear in traffic also,Battery life is very good enough,I daily charge it 100% in the morning and then whole rest of day I play games for approx 2 hours, online videos for 2 hours and other social appsAnd it long lasting till next morning with remain 25% of battery.
            "
4.0 out of 5 stars,"Unbelievable .. lightning fast. No problems there, but I gave 4 stars because top left part of screen is a little less receptive for touch I may have to tap three or four times sometimes ..also when I'm viewing pics in full screen, and some WhatsApp notification drops down from the top of the screen, the notification flickers and I cannot tap on it. I need to minimise and go to WhatsApp .. just being finicky because no other problems... the phone has never fallen except once on a carpet from the sofa so I don't believe that is the problem. I believe some update to oxygen OS is required for such problems and glitches to go away
            "
5.0 out of 5 stars,"One of the best buy so far.Only con is indisplay fingers print scanner it works but some time you just can't.Lack of headphones jack. I miss itProsNice builtLooks beautifulScreen is woundeful black are deep blackHd quality NetflixScreen on time is greatDash charging is such a relief 10 15 min charging and you are good to go for next hourVoice calls are great sound come out really loud and clearUpdate are instant pretty good dealOver all a nice phoneDefinitely go for it
            "
5.0 out of 5 stars,"Very happy with the phone especially the camera and the battery life. Phone looks amazing and totally worth the price. The sound quality is not that great , when using adapter. One plus 6 has better sound quality through headphones. Screen lock is not as effective as I thought it would be. But other face lock and wake on double tap works good. Overall...a great phone at this price.
            "
5.0 out of 5 stars,"Camera is one of its best. No competition rather than Google Pixel Cams under this price range.Lightining processing with SD845:Awasome sound qulaity and battery life is not predictable at this stage, it will take another 1 month for the review100% guarantee that those who own this will have total mind statisfaction
            "
1.0 out of 5 stars,"I had pre booked the One Plus 6t with the link available on Amazon. However, their systems failed to record the time of purchase and as a result the free earphones that were to be dispatched to all One Plus 6t pre bookings were not sent to me. While I don't have any complaints with the phone per se, Amazon's promise of free earphones with the phone was a farce. Hence, the 1 star.
            "
4.0 out of 5 stars,"Waiting for free headphonesSo far so goodShared one pic(review) clicked by OnePlus 6TVery nice results. Using it.Waiting for the free bluetooth headphones from you(Amazon + OnePlus).Give me another chance to review it further.
            "
5.0 out of 5 stars,"It gave me more than I was expecting, it has really a good display, OS is almost like stock android, regular updates I received, very smooth performance (software plus hardware), very smooth gaming experience, a camera is also nice though not the level of premium flagship phone, the sound quality is freaking awesome( after so many days I saw a phone with such good sound quality). I think it is 99% bezels-less display phone. I also liked the thing that I got free cover and pre-installed screen protector. Plus there are so many small things like App Locker, Parallel Space, Gestures, Shortcut for a locked screen, smooth animation effects and many more. I loved OnePlus 6T.
            "
5.0 out of 5 stars,"This device run like such a beast...it's operating system is very smooth and spped like flash.In oneplus 6t we get amazing options in camera, like pro mode, low light, potratit. The best feature I like is the video recording. We can record a video in 4K 60ps format, which is shows content in very crisp and clear format.
            "
5.0 out of 5 stars,"Picture quality is very good. Slow motion videos are awesome. 6T is brilliant with so many system/user settings for customization. UI is very smooth and flawless. Build quality is very good. Phone looks premium.On my first day of usage, felt battery performance is little low when compared to my previous phone honor 6X but I was switching on 4G on 6X whenever needed. With 4G on, from 8AM to 8PM, moderate usage of 6T, still around 50% left and by next day 7AM, still 30% left. Fast charging is very useful. It takes less than 1 hr to 100% charge.
            "
5.0 out of 5 stars,"Great AMOLED display.Picture perfect camera quality.Super fast dash chargingBattery that almost two days, with usual social media, WhatsApp, camera and music usage.Instant face unlock.Gamers - you got all you have in the market to play all day!Minor observations:Indisplay fingerprint scanner could take few more microseconds than standard fingerprint scanner, but still best in the segment.Indisplay fingerprint scan lights up too much, might be bit annoying when using at night/first thing in Morning.Expected little more AI with portrait mode. May get better with software patches?Overall - go for it! You don't need to look back for next 5 years atleast
            "
5.0 out of 5 stars,"This is called a flagship killer! awesome performance. Been using it close to a month. The experience is brilliant. Flawless gaming experience. Battery is mind blowing. With a normal usage (4g, on wi-fi continuously, video watching, social media, normal gaming) battery lasts atleast 10-12hrs. Standby time i got was 2 days (i only used to make calls and some lite reading). worth every penny.Only downsize is no 3.5mm jack (but they have provided an adapter in the box). Bullets earphone is worthless. sound clarity is very poor. So if you are planning to buy bullets (coz of all the hype), please don't. It's not worth it. For 1500, you'll get better quality earphone and can use those with the adapter on this phone.
            "
4.0 out of 5 stars,"The phone was handled by someone before it reached me. There were dust particles under the screen guard and mostly was not assembled in a clean area which is really disappointing. Apart from this, the phone is really good especially if you're upgrading from something like an OP3T and below. 10/10 would recommend, don't listen to the salty OnePlus haters just because it doesn't have a headphone jack. The UI is just too fluidic and snappy that you wouldn't feel like letting go of it even for a minute.PS: If it weren't for those dust particles I would've given this a 5 🌟
            "
4.0 out of 5 stars,"Everything is good, except speakers right side speakers are not working😪
            "
